;primary_title;original_title;release_year;duration;genres;rating;num_votes;is_romance;nconst_actor;actor;actor_birth_year;nconst_actress;actress;actress_birth_year;actress_age;actor_age;age_gap;actor_age_bin;actress_age_bin
123;Carol;Carol;2015;118;Drama,Romance;7.3;124507.0;TRUE;nm0151419;Kyle Chandler;1965;nm0000949;Cate Blanchett;1969;46;50;4;(45.0, 50.0];(45.0, 50.0]
125;Brooklyn;Brooklyn;2015;117;Drama,Romance;7.5;138228.0;TRUE;nm1710309;Emory Cohen;1990;nm1519680;Saoirse Ronan;1994;21;25;4;(20.0, 25.0];(20.0, 25.0]
134;We Are Your Friends;We Are Your Friends;2015;96;Drama,Music,Romance;6.2;37923.0;TRUE;nm1374980;Zac Efron;1987;nm1589279;Emily Ratajkowski;1991;24;28;4;(25.0, 30.0];(20.0, 25.0]
120;Trainwreck;Trainwreck;2015;125;Comedy,Drama,Romance;6.2;134754.0;TRUE;nm0352778;Bill Hader;1978;nm2154960;Amy Schumer;1981;34;37;3;(35.0, 40.0];(30.0, 35.0]
121;Aloha;Aloha;2015;105;Comedy,Drama,Romance;5.4;65486.0;TRUE;nm0177896;Bradley Cooper;1975;nm1046097;Rachel McAdams;1978;37;40;3;(35.0, 40.0];(35.0, 40.0]
139;Man Up;Man Up;2015;88;Comedy,Drama,Romance;6.8;51439.0;TRUE;nm1239499;Rory Kinnear;1976;nm1128572;Lake Bell;1979;36;39;3;(35.0, 40.0];(35.0, 40.0]
130;Love;Love;2015;135;Drama,Romance;6.1;54801.0;TRUE;nm3194762;Karl Glusman;1988;nm7312806;Aomi Muyock;1989;26;27;1;(25.0, 30.0];(25.0, 30.0]
129;Victoria;Victoria;2015;138;Crime,Drama,Romance;7.6;56933.0;TRUE;nm1035643;Frederick Lau;1989;nm4663937;Laia Costa;1985;30;26;-4;(25.0, 30.0];(25.0, 30.0]
128;The Lobster;The Lobster;2015;119;Comedy,Drama,Romance;7.2;241403.0;TRUE;nm0268199;Colin Farrell;1976;nm0001838;Rachel Weisz;1970;45;39;-6;(35.0, 40.0];(40.0, 45.0]
151;Magic in the Moonlight;Magic in the Moonlight;2014;97;Comedy,Drama,Romance;6.5;66918.0;TRUE;nm0000147;Colin Firth;1960;nm1297015;Emma Stone;1988;26;54;28;(50.0, 55.0];(25.0, 30.0]
152;Laggies;Laggies;2014;99;Comedy,Drama,Romance;6.4;43422.0;TRUE;nm0005377;Sam Rockwell;1968;nm0461136;Keira Knightley;1985;29;46;17;(45.0, 50.0];(25.0, 30.0]
140;Blended;Blended;2014;117;Comedy,Romance;6.5;127627.0;TRUE;nm0001191;Adam Sandler;1966;nm0000106;Drew Barrymore;1975;39;48;9;(45.0, 50.0];(35.0, 40.0]
154;The One I Love;The One I Love;2014;91;Comedy,Drama,Romance;7.1;38612.0;TRUE;nm0243233;Mark Duplass;1976;nm0005253;Elisabeth Moss;1982;32;38;6;(35.0, 40.0];(30.0, 35.0]
150;I Origins;I Origins;2014;106;Drama,Mystery,Romance;7.4;121983.0;TRUE;nm0685856;Michael Pitt;1981;nm2793591;Astrid Bergès-Frisbey;1986;28;33;5;(30.0, 35.0];(25.0, 30.0]
145;Love, Rosie;Love, Rosie;2014;102;Comedy,Romance;7.2;133366.0;TRUE;nm3510471;Sam Claflin;1986;nm2934314;Lily Collins;1989;25;28;3;(25.0, 30.0];(20.0, 25.0]
149;The Best of Me;The Best of Me;2014;118;Drama,Romance;6.7;70113.0;TRUE;nm0005188;James Marsden;1973;nm1157358;Michelle Monaghan;1976;38;41;3;(40.0, 45.0];(35.0, 40.0]
141;That Awkward Moment;That Awkward Moment;2014;94;Comedy,Romance;6.1;101366.0;TRUE;nm1374980;Zac Efron;1987;nm1782299;Imogen Poots;1989;25;27;2;(25.0, 30.0];(20.0, 25.0]
146;The Other Woman;The Other Woman;2014;109;Comedy,Romance;6.0;136958.0;TRUE;nm0182666;Nikolaj Coster-Waldau;1970;nm0000139;Cameron Diaz;1972;42;44;2;(40.0, 45.0];(40.0, 45.0]
144;Two Night Stand;Two Night Stand;2014;86;Comedy,Romance;6.4;68548.0;TRUE;nm1886602;Miles Teller;1987;nm3006818;Lio Tipton;1988;26;27;1;(25.0, 30.0];(25.0, 30.0]
148;The Theory of Everything;The Theory of Everything;2014;123;Biography,Drama,Romance;7.7;431773.0;TRUE;nm1519666;Eddie Redmayne;1982;nm0428065;Felicity Jones;1983;31;32;1;(30.0, 35.0];(30.0, 35.0]
153;Before We Go;Before We Go;2014;95;Comedy,Drama,Romance;6.8;56272.0;TRUE;nm0262635;Chris Evans;1981;nm1404408;Alice Eve;1982;32;33;1;(30.0, 35.0];(30.0, 35.0]
156;A Girl Walks Home Alone at Night;A Girl Walks Home Alone at Night;2014;101;Drama,Horror,Romance;7.0;34221.0;TRUE;nm4256281;Arash Marandi;1984;nm2611074;Sheila Vand;1985;29;30;1;(25.0, 30.0];(25.0, 30.0]
157;Endless Love;Endless Love;2014;104;Drama,Romance;6.3;43471.0;TRUE;nm1641117;Alex Pettyfer;1990;nm3538539;Gabriella Wilde;1989;25;24;-1;(20.0, 25.0];(20.0, 25.0]
147;The Fault in Our Stars;The Fault in Our Stars;2014;126;Drama,Romance;7.7;362861.0;TRUE;nm5052065;Ansel Elgort;1994;nm0940362;Shailene Woodley;1991;23;20;-3;(16.0, 20.0];(20.0, 25.0]
155;The Skeleton Twins;The Skeleton Twins;2014;93;Comedy,Drama,Romance;6.8;41929.0;TRUE;nm0352778;Bill Hader;1978;nm1325419;Kristen Wiig;1973;41;36;-5;(35.0, 40.0];(40.0, 45.0]
142;Sex Tape;Sex Tape;2014;94;Comedy,Romance;5.1;110997.0;TRUE;nm0781981;Jason Segel;1980;nm0000139;Cameron Diaz;1972;42;34;-8;(30.0, 35.0];(40.0, 45.0]
158;Tammy;Tammy;2014;97;Comedy,Romance;4.9;50689.0;TRUE;;Mark Duplass;1976;;Melissa McCarthy;1970;;;;;
166;Safe Haven;Safe Haven;2013;115;Drama,Romance,Thriller;6.7;108756.0;TRUE;nm0241049;Josh Duhamel;1972;nm2584600;Julianne Hough;1988;25;41;16;(40.0, 45.0];(20.0, 25.0]
170;The Lunchbox;The Lunchbox;2013;104;Drama,Romance;7.8;54213.0;TRUE;nm0451234;Irrfan Khan;1967;nm1909661;Nimrat Kaur;1982;31;46;15;(45.0, 50.0];(30.0, 35.0]
161;The Great Gatsby;The Great Gatsby;2013;143;Drama,Romance;7.2;515203.0;TRUE;nm0000138;Leonardo DiCaprio;1974;nm1659547;Carey Mulligan;1985;28;39;11;(35.0, 40.0];(25.0, 30.0]
173;The Railway Man;The Railway Man;2013;116;Biography,Drama,Romance;7.1;39329.0;TRUE;nm0000147;Colin Firth;1960;nm0000173;Nicole Kidman;1967;46;53;7;(50.0, 55.0];(45.0, 50.0]
179;Labor Day;Labor Day;2013;111;Drama,Romance,Thriller;6.9;44889.0;TRUE;nm0000982;Josh Brolin;1968;nm0000701;Kate Winslet;1975;38;45;7;(40.0, 45.0];(35.0, 40.0]
169;Drinking Buddies;Drinking Buddies;2013;90;Comedy,Drama,Romance;6.1;57641.0;TRUE;nm2159926;Jake Johnson;1978;nm1312575;Olivia Wilde;1984;29;35;6;(30.0, 35.0];(25.0, 30.0]
167;Beautiful Creatures;Beautiful Creatures;2013;124;Drama,Fantasy,Romance;6.2;86498.0;TRUE;nm2403277;Alden Ehrenreich;1989;nm2129444;Alice Englert;1994;19;24;5;(20.0, 25.0];(16.0, 20.0]
165;The Spectacular Now;The Spectacular Now;2013;95;Comedy,Drama,Romance;7.1;149794.0;TRUE;nm1886602;Miles Teller;1987;nm0940362;Shailene Woodley;1991;22;26;4;(25.0, 30.0];(20.0, 25.0]
172;Yeh Jawaani Hai Deewani;Yeh Jawaani Hai Deewani;2013;160;Drama,Musical,Romance;7.2;42198.0;TRUE;nm1633541;Ranbir Kapoor;1982;nm2138653;Deepika Padukone;1986;27;31;4;(30.0, 35.0];(25.0, 30.0]
162;Don Jon;Don Jon;2013;90;Comedy,Drama,Romance;6.5;236127.0;TRUE;nm0330687;Joseph Gordon-Levitt;1981;nm0424060;Scarlett Johansson;1984;29;32;3;(30.0, 35.0];(25.0, 30.0]
171;The Big Wedding;The Big Wedding;2013;90;Comedy,Drama,Romance;5.6;49087.0;TRUE;nm0000134;Robert De Niro;1943;nm0000473;Diane Keaton;1946;67;70;3;(65.0, 81.0];(65.0, 81.0]
178;Raanjhanaa;Raanjhanaa;2013;140;Drama,Romance;7.6;31647.0;TRUE;nm1333687;Dhanush;1983;nm2128238;Sonam Kapoor;1985;28;30;2;(25.0, 30.0];(25.0, 30.0]
177;Admission;Admission;2013;108;Comedy,Drama,Romance;5.7;34379.0;TRUE;nm0748620;Paul Rudd;1969;nm0275486;Tina Fey;1970;43;44;1;(40.0, 45.0];(40.0, 45.0]
160;Her;Her;2013;126;Drama,Romance,Sci-Fi;8.0;578783.0;TRUE;nm0001618;Joaquin Phoenix;1974;nm0010736;Amy Adams;1974;39;39;0;(35.0, 40.0];(35.0, 40.0]
168;Enough Said;Enough Said;2013;93;Comedy,Drama,Romance;7.0;61600.0;TRUE;nm0001254;James Gandolfini;1961;nm0000506;Julia Louis-Dreyfus;1961;52;52;0;(50.0, 55.0];(50.0, 55.0]
164;Before Midnight;Before Midnight;2013;109;Drama,Romance;7.9;151239.0;TRUE;nm0000160;Ethan Hawke;1970;nm0000365;Julie Delpy;1969;44;43;-1;(40.0, 45.0];(40.0, 45.0]
174;The To Do List;The To Do List;2013;104;Comedy,Romance;5.8;38873.0;TRUE;nm2215447;Johnny Simmons;1986;nm2201555;Aubrey Plaza;1984;29;27;-2;(25.0, 30.0];(25.0, 30.0]
163;Warm Bodies;Warm Bodies;2013;98;Comedy,Horror,Romance;6.8;227115.0;TRUE;nm0396558;Nicholas Hoult;1989;nm1954240;Teresa Palmer;1986;27;24;-3;(20.0, 25.0];(25.0, 30.0]
176;I Give It a Year;I Give It a Year;2013;97;Comedy,Romance;5.7;36796.0;TRUE;nm1245863;Rafe Spall;1983;nm0126284;Rose Byrne;1979;34;30;-4;(25.0, 30.0];(30.0, 35.0]
199;To Rome with Love;To Rome with Love;2012;112;Comedy,Music,Romance;6.3;87001.0;TRUE;nm0000095;Woody Allen;1935;nm0004851;Judith Davis;1955;38;77;39;(65.0, 81.0];(35.0, 40.0]
184;Silver Linings Playbook;Silver Linings Playbook;2012;122;Comedy,Drama,Romance;7.7;689283.0;TRUE;nm0177896;Bradley Cooper;1975;nm2225369;Jennifer Lawrence;1990;22;37;15;(35.0, 40.0];(20.0, 25.0]
186;Les Misérables;Les Misérables;2012;158;Drama,Musical,Romance;7.6;321603.0;TRUE;nm0413168;Hugh Jackman;1968;nm0004266;Anne Hathaway;1982;30;44;14;(40.0, 45.0];(25.0, 30.0]
191;Anna Karenina;Anna Karenina;2012;129;Drama,Romance;6.6;97483.0;TRUE;nm0000179;Jude Law;1972;nm0461136;Keira Knightley;1985;27;40;13;(35.0, 40.0];(25.0, 30.0]
194;The Words;The Words;2012;102;Drama,Mystery,Romance;7.0;77044.0;TRUE;nm0177896;Bradley Cooper;1975;nm1312575;Olivia Wilde;1984;28;37;9;(35.0, 40.0];(25.0, 30.0]
181;Safety Not Guaranteed;Safety Not Guaranteed;2012;86;Comedy,Drama,Romance;7.0;124418.0;TRUE;nm0243233;Mark Duplass;1976;nm2201555;Aubrey Plaza;1984;28;36;8;(35.0, 40.0];(25.0, 30.0]
196;Hitchcock;Hitchcock;2012;98;Biography,Drama,Romance;6.8;74824.0;TRUE;nm0000164;Anthony Hopkins;1937;nm0000545;Helen Mirren;1945;67;75;8;(65.0, 81.0];(65.0, 81.0]
198;Upside Down;Upside Down;2012;109;Drama,Fantasy,Romance;6.4;71157.0;TRUE;nm0836343;Jim Sturgess;1978;nm0000379;Kirsten Dunst;1982;30;34;4;(30.0, 35.0];(25.0, 30.0]
182;This Is 40;This Is 40;2012;134;Comedy,Romance;6.2;135399.0;TRUE;nm0748620;Paul Rudd;1969;nm0005182;Leslie Mann;1972;40;43;3;(40.0, 45.0];(35.0, 40.0]
190;The Five-Year Engagement;The Five-Year Engagement;2012;124;Comedy,Romance;6.2;97586.0;TRUE;nm0781981;Jason Segel;1980;nm1289434;Emily Blunt;1983;29;32;3;(30.0, 35.0];(25.0, 30.0]
187;Moonrise Kingdom;Moonrise Kingdom;2012;94;Comedy,Drama,Romance;7.8;337887.0;TRUE;nm4442068;Jared Gilman;1998;nm4442319;Kara Hayward;1998;14;14;0;(12.0, 16.0];(12.0, 16.0]
192;Frances Ha;Frances Ha;2012;86;Comedy,Drama,Romance;7.5;80352.0;TRUE;nm3485845;Adam Driver;1983;nm1950086;Greta Gerwig;1983;29;29;0;(25.0, 30.0];(25.0, 30.0]
193;Barfi!;Barfi!;2012;151;Comedy,Drama,Romance;8.1;79706.0;TRUE;nm1633541;Ranbir Kapoor;1982;nm1231899;Priyanka Chopra Jonas;1982;30;30;0;(25.0, 30.0];(25.0, 30.0]
195;Wanderlust;Wanderlust;2012;98;Comedy,Romance;5.6;75302.0;TRUE;nm0748620;Paul Rudd;1969;nm0000098;Jennifer Aniston;1969;43;43;0;(40.0, 45.0];(40.0, 45.0]
180;The Vow;The Vow;2012;104;Drama,Romance;6.8;190602.0;TRUE;nm1475594;Channing Tatum;1980;nm1046097;Rachel McAdams;1978;34;32;-2;(30.0, 35.0];(30.0, 35.0]
188;The Perks of Being a Wallflower;The Perks of Being a Wallflower;2012;103;Drama,Romance;7.9;489583.0;TRUE;nm0503567;Logan Lerman;1992;nm0914612;Emma Watson;1990;22;20;-2;(16.0, 20.0];(20.0, 25.0]
189;The Lucky One;The Lucky One;2012;101;Drama,Mystery,Romance;6.5;105752.0;TRUE;nm1374980;Zac Efron;1987;nm2279940;Taylor Schilling;1984;28;25;-3;(20.0, 25.0];(25.0, 30.0]
183;This Means War;This Means War;2012;103;Action,Comedy,Romance;6.3;182866.0;TRUE;nm1517976;Chris Pine;1980;nm0000702;Reese Witherspoon;1976;36;32;-4;(30.0, 35.0];(35.0, 40.0]
197;What to Expect When You're Expecting;What to Expect When You're Expecting;2012;110;Comedy,Drama,Romance;5.7;71933.0;TRUE;nm1285162;Matthew Morrison;1978;nm0000139;Cameron Diaz;1972;40;34;-6;(30.0, 35.0];(35.0, 40.0]
185;Pitch Perfect;Pitch Perfect;2012;112;Comedy,Music,Romance;7.1;294479.0;TRUE;;Skylar Astin;1987;;Anna Kendrick;1985;;;;;
214;Another Earth;Another Earth;2011;92;Drama,Romance,Sci-Fi;6.9;94151.0;TRUE;nm0544611;William Mapother;1965;nm1779870;Brit Marling;1982;29;46;17;(45.0, 50.0];(25.0, 30.0]
200;The Adjustment Bureau;The Adjustment Bureau;2011;106;Romance,Sci-Fi,Thriller;7.0;252897.0;TRUE;nm0000354;Matt Damon;1970;nm1289434;Emily Blunt;1983;28;41;13;(40.0, 45.0];(25.0, 30.0]
216;Jane Eyre;Jane Eyre;2011;120;Drama,Romance;7.3;85870.0;TRUE;nm1055413;Michael Fassbender;1977;nm1985859;Mia Wasikowska;1989;22;34;12;(30.0, 35.0];(20.0, 25.0]
208;Midnight in Paris;Midnight in Paris;2011;94;Comedy,Fantasy,Romance;7.7;408891.0;TRUE;nm0005562;Owen Wilson;1968;nm1046097;Rachel McAdams;1978;33;43;10;(40.0, 45.0];(30.0, 35.0]
213;A Dangerous Method;A Dangerous Method;2011;99;Biography,Drama,Romance;6.4;101838.0;TRUE;nm1055413;Michael Fassbender;1977;nm0461136;Keira Knightley;1985;26;34;8;(30.0, 35.0];(25.0, 30.0]
205;Bridesmaids;Bridesmaids;2011;125;Comedy,Romance;6.8;283898.0;TRUE;nm0187719;Terry Crews;1968;nm1325419;Kristen Wiig;1973;38;43;5;(40.0, 45.0];(35.0, 40.0]
203;The Artist;The Artist;2011;100;Comedy,Drama,Romance;7.9;237676.0;TRUE;nm0241121;Jean Dujardin;1972;nm0067367;Bérénice Bejo;1976;35;39;4;(35.0, 40.0];(30.0, 35.0]
206;50/50;50/50;2011;100;Comedy,Drama,Romance;7.6;324857.0;TRUE;nm0330687;Joseph Gordon-Levitt;1981;nm0447695;Anna Kendrick;1985;26;30;4;(25.0, 30.0];(25.0, 30.0]
210;One Day;One Day;2011;107;Drama,Romance;7.0;148003.0;TRUE;nm0836343;Jim Sturgess;1978;nm0004266;Anne Hathaway;1982;29;33;4;(30.0, 35.0];(25.0, 30.0]
201;No Strings Attached;No Strings Attached;2011;108;Comedy,Romance;6.2;224017.0;TRUE;nm0005110;Ashton Kutcher;1978;nm0000204;Natalie Portman;1981;30;33;3;(30.0, 35.0];(25.0, 30.0]
202;Just Go with It;Just Go with It;2011;117;Comedy,Romance;6.4;234515.0;TRUE;nm0001191;Adam Sandler;1966;nm0000098;Jennifer Aniston;1969;42;45;3;(40.0, 45.0];(40.0, 45.0]
219;Hall Pass;Hall Pass;2011;105;Comedy,Romance;5.8;123851.0;TRUE;nm0005562;Owen Wilson;1968;nm0000775;Christina Applegate;1971;40;43;3;(40.0, 45.0];(35.0, 40.0]
207;Friends with Benefits;Friends with Benefits;2011;109;Comedy,Romance;6.5;356476.0;TRUE;nm0005493;Justin Timberlake;1981;nm0005109;Mila Kunis;1983;28;30;2;(25.0, 30.0];(25.0, 30.0]
204;Crazy, Stupid, Love.;Crazy, Stupid, Love.;2011;118;Comedy,Drama,Romance;7.4;500300.0;TRUE;nm0136797;Steve Carell;1962;nm0000194;Julianne Moore;1960;51;49;-2;(45.0, 50.0];(50.0, 55.0]
218;What's Your Number?;What's Your Number?;2011;106;Comedy,Romance;6.1;77893.0;TRUE;nm0262635;Chris Evans;1981;nm0267506;Anna Faris;1976;35;30;-5;(25.0, 30.0];(30.0, 35.0]
211;J. Edgar;J. Edgar;2011;137;Biography,Drama,Romance;6.5;126717.0;TRUE;nm0000138;Leonardo DiCaprio;1974;nm0915208;Naomi Watts;1968;43;37;-6;(35.0, 40.0];(40.0, 45.0]
209;Bad Teacher;Bad Teacher;2011;92;Comedy,Romance;5.6;199881.0;TRUE;nm0781981;Jason Segel;1980;nm0000139;Cameron Diaz;1972;39;31;-8;(30.0, 35.0];(35.0, 40.0]
212;Water for Elephants;Water for Elephants;2011;122;Drama,Romance;6.9;114600.0;TRUE;nm1500155;Robert Pattinson;1986;nm0000702;Reese Witherspoon;1976;35;25;-10;(20.0, 25.0];(30.0, 35.0]
215;The Best Exotic Marigold Hotel;The Best Exotic Marigold Hotel;2011;124;Comedy,Drama,Romance;7.3;93707.0;TRUE;nm0631490;Bill Nighy;1949;nm0001132;Penelope Wilton;1946;77;62;-15;(60.0, 65.0];(65.0, 81.0]
238;Beginners;Beginners;2010;105;Comedy,Drama,Romance;7.2;90800.0;TRUE;nm0000191;Ewan McGregor;1971;nm0491259;Mélanie Laurent;1983;27;39;12;(35.0, 40.0];(25.0, 30.0]
226;Date Night;Date Night;2010;88;Comedy,Crime,Romance;6.3;159075.0;TRUE;nm0136797;Steve Carell;1962;nm0275486;Tina Fey;1970;40;48;8;(45.0, 50.0];(35.0, 40.0]
230;Life as We Know It;Life as We Know It;2010;115;Comedy,Drama,Romance;6.5;128980.0;TRUE;nm0241049;Josh Duhamel;1972;nm0001337;Katherine Heigl;1978;32;38;6;(35.0, 40.0];(30.0, 35.0]
225;Dear John;Dear John;2010;108;Drama,Mystery,Romance;6.3;145368.0;TRUE;nm1475594;Channing Tatum;1980;nm1086543;Amanda Seyfried;1985;25;30;5;(25.0, 30.0];(20.0, 25.0]
236;Hereafter;Hereafter;2010;129;Drama,Fantasy,Romance;6.4;92271.0;TRUE;nm0000354;Matt Damon;1970;nm0208426;Cécile de France;1975;35;40;5;(35.0, 40.0];(30.0, 35.0]
237;Monsters;Monsters;2010;94;Adventure,Drama,Romance;6.4;91008.0;TRUE;nm1058940;Scoot McNairy;1977;nm2016345;Whitney Able;1982;28;33;5;(30.0, 35.0];(25.0, 30.0]
232;Little Fockers;Little Fockers;2010;98;Comedy,Romance;5.5;110693.0;TRUE;nm0001774;Ben Stiller;1965;nm0001632;Teri Polo;1969;41;45;4;(40.0, 45.0];(40.0, 45.0]
223;Never Let Me Go;Never Let Me Go;2010;103;Drama,Romance,Sci-Fi;7.1;142614.0;TRUE;nm1940449;Andrew Garfield;1983;nm0461136;Keira Knightley;1985;25;27;2;(25.0, 30.0];(20.0, 25.0]
224;Easy A;Easy A;2010;92;Comedy,Drama,Romance;7.0;377968.0;TRUE;nm0046112;Penn Badgley;1986;nm1297015;Emma Stone;1988;22;24;2;(20.0, 25.0];(20.0, 25.0]
228;Love & Other Drugs;Love & Other Drugs;2010;112;Comedy,Drama,Romance;6.7;195372.0;TRUE;nm0350453;Jake Gyllenhaal;1980;nm0004266;Anne Hathaway;1982;28;30;2;(25.0, 30.0];(25.0, 30.0]
221;She's Out of My League;She's Out of My League;2010;104;Comedy,Romance;6.4;134536.0;TRUE;nm0059431;Jay Baruchel;1982;nm1404408;Alice Eve;1982;28;28;0;(25.0, 30.0];(25.0, 30.0]
227;Blue Valentine;Blue Valentine;2010;112;Drama,Romance;7.3;192631.0;TRUE;nm0331516;Ryan Gosling;1980;nm0931329;Michelle Williams;1980;30;30;0;(25.0, 30.0];(25.0, 30.0]
231;The Bounty Hunter;The Bounty Hunter;2010;110;Action,Comedy,Romance;5.6;125519.0;TRUE;nm0124930;Gerard Butler;1969;nm0000098;Jennifer Aniston;1969;41;41;0;(40.0, 45.0];(40.0, 45.0]
233;The Switch;The Switch;2010;101;Comedy,Drama,Romance;6.1;102659.0;TRUE;nm0000867;Jason Bateman;1969;nm0000098;Jennifer Aniston;1969;41;41;0;(40.0, 45.0];(40.0, 45.0]
239;Valentine's Day;Valentine's Day;2010;125;Comedy,Romance;5.7;117723.0;TRUE;nm0004937;Jamie Foxx;1967;nm0000210;Julia Roberts;1967;43;43;0;(40.0, 45.0];(40.0, 45.0]
222;It's Kind of a Funny Story;It's Kind of a Funny Story;2010;101;Comedy,Drama,Romance;7.1;141130.0;TRUE;nm1507857;Keir Gilchrist;1992;nm0731075;Emma Roberts;1991;19;18;-1;(16.0, 20.0];(16.0, 20.0]
235;Eat Pray Love;Eat Pray Love;2010;133;Biography,Drama,Romance;5.8;94382.0;TRUE;nm0000849;Javier Bardem;1969;nm0000210;Julia Roberts;1967;43;41;-2;(40.0, 45.0];(40.0, 45.0]
234;Leap Year;Leap Year;2010;100;Comedy,Romance;6.5;101580.0;TRUE;nm0328828;Matthew Goode;1978;nm0010736;Amy Adams;1974;36;32;-4;(30.0, 35.0];(35.0, 40.0]
220;Remember Me;Remember Me;2010;113;Drama,Romance;7.1;143533.0;TRUE;nm1500155;Robert Pattinson;1986;nm0211087;Emilie de Ravin;1981;29;24;-5;(20.0, 25.0];(25.0, 30.0]
229;The Kids Are All Right;The Kids Are All Right;2010;106;Comedy,Drama,Romance;7.0;129008.0;TRUE;nm0749263;Mark Ruffalo;1967;nm0000906;Annette Bening;1958;52;43;-9;(40.0, 45.0];(50.0, 55.0]
255;Whatever Works;Whatever Works;2009;93;Comedy,Romance;7.1;73284.0;TRUE;nm0202970;Larry David;1947;nm0939697;Evan Rachel Wood;1987;22;62;40;(60.0, 65.0];(20.0, 25.0]
252;Crazy Heart;Crazy Heart;2009;112;Drama,Music,Romance;7.2;87877.0;TRUE;nm0000313;Jeff Bridges;1949;nm0350454;Maggie Gyllenhaal;1977;32;60;28;(55.0, 60.0];(30.0, 35.0]
244;Up in the Air;Up in the Air;2009;109;Comedy,Drama,Romance;7.4;329132.0;TRUE;nm0000123;George Clooney;1961;nm0267812;Vera Farmiga;1973;36;48;12;(45.0, 50.0];(35.0, 40.0]
242;The Invention of Lying;The Invention of Lying;2009;100;Comedy,Fantasy,Romance;6.4;136678.0;TRUE;nm0315041;Ricky Gervais;1961;nm0004950;Jennifer Garner;1972;37;48;11;(45.0, 50.0];(35.0, 40.0]
246;The Ugly Truth;The Ugly Truth;2009;96;Comedy,Romance;6.4;213535.0;TRUE;nm0124930;Gerard Butler;1969;nm0001337;Katherine Heigl;1978;31;40;9;(35.0, 40.0];(30.0, 35.0]
247;Mr. Nobody;Mr. Nobody;2009;141;Drama,Fantasy,Romance;7.8;227047.0;TRUE;nm0001467;Jared Leto;1971;nm0001631;Sarah Polley;1979;30;38;8;(35.0, 40.0];(25.0, 30.0]
256;Chloe;Chloe;2009;96;Drama,Mystery,Romance;6.3;72176.0;TRUE;nm0000553;Liam Neeson;1952;nm0000194;Julianne Moore;1960;49;57;8;(55.0, 60.0];(45.0, 50.0]
243;Adventureland;Adventureland;2009;107;Comedy,Drama,Romance;6.8;157859.0;TRUE;nm0251986;Jesse Eisenberg;1983;nm0829576;Kristen Stewart;1990;19;26;7;(25.0, 30.0];(16.0, 20.0]
245;I Love You, Man;I Love You, Man;2009;105;Comedy,Romance;7.0;200960.0;TRUE;nm0748620;Paul Rudd;1969;nm0429069;Rashida Jones;1976;33;40;7;(35.0, 40.0];(30.0, 35.0]
251;It's Complicated;It's Complicated;2009;121;Comedy,Drama,Romance;6.5;90583.0;TRUE;nm0000188;Steve Martin;1945;nm0000658;Meryl Streep;1949;60;64;4;(60.0, 65.0];(55.0, 60.0]
257;Duplicity;Duplicity;2009;125;Comedy,Crime,Romance;6.2;49813.0;TRUE;nm0654110;Clive Owen;1964;nm0000210;Julia Roberts;1967;42;45;3;(40.0, 45.0];(40.0, 45.0]
259;Ghosts of Girlfriends Past;Ghosts of Girlfriends Past;2009;115;Comedy,Fantasy,Romance;5.8;88181.0;TRUE;nm0000190;Matthew McConaughey;1969;nm0004950;Jennifer Garner;1972;37;40;3;(35.0, 40.0];(35.0, 40.0]
250;Bride Wars;Bride Wars;2009;89;Comedy,Romance;5.5;105217.0;TRUE;nm1034965;Bryan Greenberg;1978;nm0005028;Kate Hudson;1979;30;31;1;(30.0, 35.0];(25.0, 30.0]
253;Confessions of a Shopaholic;Confessions of a Shopaholic;2009;104;Comedy,Romance;5.9;76979.0;TRUE;nm0199215;Hugh Dancy;1975;nm0279545;Isla Fisher;1976;33;34;1;(30.0, 35.0];(30.0, 35.0]
241;Julie & Julia;Julie & Julia;2009;123;Biography,Drama,Romance;7.0;115585.0;TRUE;nm0582149;Chris Messina;1974;nm0010736;Amy Adams;1974;35;35;0;(30.0, 35.0];(30.0, 35.0]
249;A Single Man;A Single Man;2009;99;Drama,Romance;7.5;110388.0;TRUE;nm0000147;Colin Firth;1960;nm0000194;Julianne Moore;1960;49;49;0;(45.0, 50.0];(45.0, 50.0]
254;Youth in Revolt;Youth in Revolt;2009;90;Comedy,Drama,Romance;6.4;73758.0;TRUE;nm0148418;Michael Cera;1988;nm0234668;Portia Doubleday;1988;21;21;0;(20.0, 25.0];(20.0, 25.0]
258;The Rebound;The Rebound;2009;95;Comedy,Romance;6.3;47892.0;TRUE;nm0058581;Justin Bartha;1978;nm0001876;Catherine Zeta-Jones;1969;40;31;-9;(30.0, 35.0];(35.0, 40.0]
248;The Proposal;The Proposal;2009;108;Comedy,Drama,Romance;6.7;314428.0;TRUE;nm0005351;Ryan Reynolds;1976;nm0000113;Sandra Bullock;1964;45;33;-12;(30.0, 35.0];(40.0, 45.0]
240;He's Just Not That Into You;He's Just Not That Into You;2009;129;Comedy,Drama,Romance;6.4;168701.0;TRUE;;Kevin Connolly;1974;;Scarlett Johansson;1984;;;;;
278;Wild Child;Wild Child;2008;98;Comedy,Drama,Romance;6.1;54437.0;TRUE;nm0001644;Alex Pettyfer;1990;nm0731075;Emma Roberts;1991;17;49;32;(45.0, 50.0];(16.0, 20.0]
